[4, 'Algeti', 1, 1, 0, 0, 3, 'Win']
[1, 'Amkal', 1, 1, 0, 0, 3, 'Win']
[1, 'Blancos United', 1, 1, 0, 0, 3, 'Win']
[1, 'Dinamo Tbilisi', 1, 1, 0, 0, 3, 'Win']
[1, 'Gardabani', 1, 1, 0, 0, 3, 'Win']
[1, 'Melomania', 1, 1, 0, 0, 3, 'Win']
[1, 'Rioni', 1, 1, 0, 0, 3, 'Win']
[1, 'Rubin', 1, 1, 0, 0, 3, 'Win']
[1, 'Saburtalo', 1, 1, 0, 0, 3, 'Win']
[1, 'Shark Team', 1, 1, 0, 0, 3, 'Win']
[1, 'Zenit', 1, 1, 0, 0, 3, 'Win']
[1, 'Zugdidi', 1, 1, 0, 0, 3, 'Win']
